typeId,groupId,typeName,mass,volume,capacity,portionSize,raceId,basePrice,published,marketGroupId,iconId,soundId,graphicId
14355,671,"Caldari Navy Soldier",1680000,17400,90,1,1,"None",0,"None","None","None",1793
14356,667,"Ammatar Navy Apocalypse",20500000,1150000,675,1,4,"None",0,"None","None","None",2239
14358,314,"Zemnar",5,0.2,0,1,"None",100.0000,1,492,28,"None",0
14359,671,"Caldari Navy Condor",1300000,18000,150,1,1,"None",0,"None","None","None",1788
14360,683,"Republic Fleet Slasher",1000000,17400,120,1,2,"None",0,"None","None","None",1888
14361,677,"Federation Navy Atron",1200000,22500,125,1,8,"None",0,"None","None","None",1810
14362,665,"Imperial Navy Executioner",1000000,28100,135,1,4,"None",0,"None","None","None",1735
14363,665,"Ammatar Navy Executioner",1000000,28100,135,1,4,"None",0,"None","None","None",1745
14364,665,"Ammatar Navy Officer",10900000,109000,120,1,4,"None",0,"None","None","None",1736
14375,74,"Tuvan's Modified Electron Blaster Cannon",2000,20,5,1,"None",600000.0000,1,563,365,"None",21649
14377,74,"Cormack's Modified Electron Blaster Cannon",2000,20,5,1,"None",600000.0000,1,563,365,"None",21649
14379,74,"Cormack's Modified Ion Blaster Cannon",2000,20,3,1,"None",900000.0000,1,563,365,"None",21542
14381,74,"Tuvan's Modified Ion Blaster Cannon",2000,20,3,1,"None",900000.0000,1,563,365,"None",21542
14383,74,"Tuvan's Modified Neutron Blaster Cannon",2000,20,2,1,"None",1200000.0000,1,563,365,"None",21587
14385,74,"Cormack's Modified Neutron Blaster Cannon",200,20,2,1,"None",1200000.0000,1,563,365,"None",21587
14387,74,"Brynn's Modified 350mm Railgun",2000,20,2,1,"None",1000000.0000,1,566,366,"None",21598
14389,74,"Setele's Modified 350mm Railgun",2000,20,2,1,"None",1000000.0000,1,566,366,"None",21598
14391,74,"Kaikka's Modified 350mm Railgun",2000,20,2,1,"None",1000000.0000,1,566,366,"None",21598
14393,74,"Vepas' Modified 350mm Railgun",2000,20,2,1,"None",1000000.0000,1,566,366,"None",21598
14395,74,"Estamel's Modified 350mm Railgun",2000,20,2,1,"None",1000000.0000,1,566,366,"None",21598
14397,74,"Brynn's Modified 425mm Railgun",2000,20,1,1,"None",1500000.0000,1,566,366,"None",21684
14399,74,"Setele's Modified 425mm Railgun",2000,20,1,1,"None",1500000.0000,1,566,366,"None",21684
14401,74,"Kaikka's Modified 425mm Railgun",2000,20,1,1,"None",1500000.0000,1,566,366,"None",21684
14403,74,"Vepas' Modified 425mm Railgun",2000,20,1,1,"None",1500000.0000,1,566,366,"None",21684
14405,74,"Estamel's Modified 425mm Railgun",2000,20,1,1,"None",1500000.0000,1,566,366,"None",21684
14407,74,"Brynn's Modified Dual 250mm Railgun",2000,20,4,1,"None",200000.0000,1,566,366,"None",21632
14409,74,"Setele's Modified Dual 250mm Railgun",2000,20,4,1,"None",200000.0000,1,566,366,"None",21632
14411,74,"Kaikka's Modified Dual 250mm Railgun",2000,20,4,1,"None",200000.0000,1,566,366,"None",21632
14413,74,"Vepas' Modified Dual 250mm Railgun",2000,20,4,1,"None",200000.0000,1,566,366,"None",21632
14415,74,"Estamel's Modified Dual 250mm Railgun",1500,20,4,1,"None",200000.0000,1,566,366,"None",21632
14417,53,"Selynne's Modified Dual Heavy Beam Laser",2000,20,1,1,"None","None",1,569,361,"None",21538
14419,53,"Chelm's Modified Dual Heavy Beam Laser",2000,20,1,1,"None","None",1,569,361,"None",21538
14421,53,"Raysere's Modified Dual Heavy Beam Laser",2000,20,1,1,"None","None",1,569,361,"None",21538
14423,53,"Draclira's Modified Dual Heavy Beam Laser",2000,20,1,1,"None","None",1,569,361,"None",21538
14425,53,"Tairei's Modified Dual Heavy Pulse Laser",2000,20,1,1,"None","None",1,573,360,"None",21690
14427,53,"Ahremen's Modified Dual Heavy Pulse Laser",2000,20,1,1,"None","None",1,573,360,"None",21690
14429,53,"Brokara's Modified Dual Heavy Pulse Laser",2000,20,1,1,"None","None",1,573,360,"None",21690
14431,53,"Vizan's Modified Dual Heavy Pulse Laser",2000,20,1,1,"None","None",1,573,360,"None",21690
14433,53,"Selynne's Modified Mega Beam Laser",2000,20,1,1,"None","None",1,569,361,"None",21645
14435,53,"Chelm's Modified Mega Beam Laser",2000,20,1,1,"None","None",1,569,361,"None",21645
14437,53,"Raysere's Modified Mega Beam Laser",2000,20,1,1,"None","None",1,569,361,"None",21645
14439,53,"Draclira's Modified Mega Beam Laser",2000,20,1,1,"None","None",1,569,361,"None",21645
14441,53,"Tairei's Modified Mega Pulse Laser",2000,20,1,1,"None","None",1,573,360,"None",21655
14443,53,"Ahremen's Modified Mega Pulse Laser",2000,20,1,1,"None","None",1,573,360,"None",21655
14445,53,"Brokara's Modified Mega Pulse Laser",2000,20,1,1,"None","None",1,573,360,"None",21655
14447,53,"Vizan's Modified Mega Pulse Laser",2000,20,1,1,"None","None",1,573,360,"None",21655
14449,53,"Selynne's Modified Tachyon Beam Laser",2000,20,1,1,"None","None",1,569,361,"None",21627
14451,53,"Chelm's Modified Tachyon Beam Laser",2000,20,1,1,"None","None",1,569,361,"None",21627
14453,53,"Raysere's Modified Tachyon Beam Laser",2000,20,1,1,"None","None",1,569,361,"None",11106
14455,53,"Draclira's Modified Tachyon Beam Laser",2000,20,1,1,"None","None",1,569,361,"None",21627
14457,55,"Mizuro's Modified 800mm Repeating Cannon",75,20,3,1,"None",900000.0000,1,576,381,"None",21737
14459,55,"Gotan's Modified 800mm Repeating Cannon",75,20,3,1,"None",900000.0000,1,576,381,"None",21737
14461,55,"Hakim's Modified 1200mm Artillery Cannon",750,20,1,1,"None",1200000.0000,1,579,379,"None",21558
14463,55,"Tobias' Modified 1200mm Artillery Cannon",750,20,1,1,"None",1200000.0000,1,579,379,"None",21558
14465,55,"Hakim's Modified 1400mm Howitzer Artillery",1500,20,0.5,1,"None",1500000.0000,1,579,379,"None",21568
14467,55,"Tobias' Modified 1400mm Howitzer Artillery",1500,20,0.5,1,"None",1500000.0000,1,579,379,"None",21568
14469,55,"Mizuro's Modified Dual 425mm AutoCannon",200,20,5,1,"None",200000.0000,1,576,381,"None",21673
14471,55,"Gotan's Modified Dual 425mm AutoCannon",200,20,5,1,"None",200000.0000,1,576,381,"None",21673
14473,55,"Mizuro's Modified Dual 650mm Repeating Cannon",2000,20,4,1,"None",600000.0000,1,576,381,"None",21622
14475,55,"Gotan's Modified Dual 650mm Repeating Cannon",2000,20,4,1,"None",600000.0000,1,576,381,"None",21622
14477,226,"Ruined Neon Sign",0,0,0,1,"None","None",0,"None","None","None",2369
14478,671,"Caldari Navy Griffin",1600000,19400,160,1,1,"None",0,"None","None","None",1789
14479,665,"Imperial Navy Crucifer",1525000,28100,165,1,4,"None",0,"None","None","None",1733
14480,683,"Republic Fleet Vigil",1125000,17400,150,1,2,"None",0,"None","None","None",1976
14481,677,"Federation Navy Maulus",1400000,23000,175,1,8,"None",0,"None","None","None",1811
14482,665,"Ammatar Navy Inquisitor",1525000,28700,315,1,4,"None",0,"None","None","None",1746
14483,314,"Drezin's DNA",1,0.1,0,1,"None","None",1,752,2302,"None",0
14484,46,"Mizuro's Modified 100MN Afterburner",0,5,0,1,4,161280.0000,1,542,96,"None",0
14486,46,"Hakim's Modified 100MN Afterburner",0,5,0,1,4,161280.0000,1,542,96,"None",0
14488,46,"Gotan's Modified 100MN Afterburner",0,5,0,1,4,161280.0000,1,542,96,"None",0
14490,46,"Tobias' Modified 100MN Afterburner",0,5,0,1,4,161280.0000,1,542,96,"None",0
14492,46,"Mizuro's Modified 500MN Microwarpdrive",0,10,0,1,4,790940.0000,1,131,10149,"None",0
14494,46,"Hakim's Modified 500MN Microwarpdrive",0,10,0,1,4,790940.0000,1,131,10149,"None",0
14496,46,"Gotan's Modified 500MN Microwarpdrive",0,10,0,1,4,790940.0000,1,131,10149,"None",0
14498,46,"Tobias' Modified 500MN Microwarpdrive",0,10,0,1,4,790940.0000,1,131,10149,"None",0
14500,46,"Brynn's Modified 100MN Afterburner",0,5,0,1,4,161280.0000,1,542,96,"None",0
14502,46,"Tuvan's Modified 100MN Afterburner",0,5,0,1,4,161280.0000,1,542,96,"None",0
14504,46,"Setele's Modified 100MN Afterburner",0,5,0,1,4,161280.0000,1,542,96,"None",0
14506,46,"Cormack's Modified 100MN Afterburner",0,5,0,1,4,161280.0000,1,542,96,"None",0
14508,46,"Brynn's Modified 500MN Microwarpdrive",0,10,0,1,4,790940.0000,1,131,10149,"None",0
14510,46,"Tuvan's Modified 500MN Microwarpdrive",0,10,0,1,4,790940.0000,1,131,10149,"None",0
14512,46,"Setele's Modified 500MN Microwarpdrive",0,10,0,1,4,790940.0000,1,131,10149,"None",0
14514,46,"Cormack's Modified 500MN Microwarpdrive",0,10,0,1,4,790940.0000,1,131,10149,"None",0
14516,506,"Mizuro's Modified Cruise Missile Launcher",0,20,1.45,1,"None",99996.0000,1,643,2530,"None",20075
14518,506,"Hakim's Modified Cruise Missile Launcher",0,20,1.5,1,"None",99996.0000,1,643,2530,"None",20075
14520,506,"Gotan's Modified Cruise Missile Launcher",0,20,1.6,1,"None",99996.0000,1,643,2530,"None",20075
14522,506,"Tobias' Modified Cruise Missile Launcher",0,20,1.65,1,"None",99996.0000,1,643,2530,"None",20075
14524,508,"Mizuro's Modified Torpedo Launcher",0,20,2.2,1,1,20580.0000,1,644,170,"None",21580
14525,508,"Hakim's Modified Torpedo Launcher",0,20,2.3,1,1,20580.0000,1,644,170,"None",21580
14526,508,"Gotan's Modified Torpedo Launcher",0,20,2.4,1,1,20580.0000,1,644,170,"None",21580
14527,508,"Tobias's Modified Torpedo Launcher",0,20,2.5,1,1,20580.0000,1,644,170,"None",21580
14528,367,"Hakim's Modified Ballistic Control System",1,5,0,1,"None","None",1,645,21440,"None",0
14530,367,"Mizuro's Modified Ballistic Control System",1,5,0,1,"None","None",1,645,21440,"None",0
14532,367,"Gotan's Modified Ballistic Control System",1,5,0,1,"None","None",1,645,21440,"None",0
14534,367,"Tobias' Modified Ballistic Control System",1,5,0,1,"None","None",1,645,21440,"None",0
14536,59,"Mizuro's Modified Gyrostabilizer",0,5,0,1,"None","None",1,646,1046,"None",0
14538,59,"Hakim's Modified Gyrostabilizer",0,5,0,1,"None","None",1,646,1046,"None",0
14540,59,"Gotan's Modified Gyrostabilizer",0,5,0,1,"None","None",1,646,1046,"None",0
14542,59,"Tobias' Modified Gyrostabilizer",0,5,0,1,"None","None",1,646,1046,"None",0
14544,72,"Mizuro's Modified Large Proton Smartbomb",100,50,0,1,"None","None",1,381,112,"None",2034
14546,72,"Hakim's Modified Large Proton Smartbomb",100,50,0,1,"None","None",1,381,112,"None",2034
14548,72,"Gotan's Modified Large Proton Smartbomb",100,50,0,1,"None","None",1,381,112,"None",2034
14550,72,"Tobias' Modified Large Proton Smartbomb",100,50,0,1,"None","None",1,381,112,"None",2034
14552,62,"Mizuro's Modified Large Armor Repairer",500,50,0,1,4,"None",1,1051,80,"None",0
14554,62,"Gotan's Modified Large Armor Repairer",500,50,0,1,4,"None",1,1051,80,"None",0
14556,98,"Mizuro's Modified Multispectrum Coating",1,5,0,1,"None","None",1,1670,1030,"None",0
14560,98,"Gotan's Modified Multispectrum Coating",1,5,0,1,"None","None",1,1670,1030,"None",0
14564,98,"Mizuro's Modified Kinetic Coating",1,5,0,1,"None","None",1,1666,20957,"None",0
14568,98,"Gotan's Modified Kinetic Coating",1,5,0,1,"None","None",1,1666,20957,"None",0
14572,98,"Mizuro's Modified Explosive Coating",1,5,0,1,"None","None",1,1667,20955,"None",0
14576,98,"Gotan's Modified Explosive Coating",1,5,0,1,"None","None",1,1667,20955,"None",0
14580,98,"Mizuro's Modified EM Coating",1,5,0,1,"None","None",1,1668,20956,"None",0
14584,98,"Gotan's Modified EM Coating",1,5,0,1,"None","None",1,1668,20956,"None",0
14588,98,"Mizuro's Modified Thermal Coating",1,5,0,1,"None","None",1,1665,20958,"None",0
14592,98,"Gotan's Modified Thermal Coating",1,5,0,1,"None","None",1,1665,20958,"None",0
14597,40,"Hakim's Modified Large Shield Booster",0,25,0,1,1,"None",1,611,84,"None",0
14599,40,"Tobias' Modified Large Shield Booster",0,25,0,1,1,"None",1,611,84,"None",0
14601,40,"Hakim's Modified X-Large Shield Booster",0,50,0,1,1,"None",1,612,84,"None",0
14603,40,"Tobias' Modified X-Large Shield Booster",0,50,0,1,1,"None",1,612,84,"None",0
14606,295,"Hakim's Modified Explosive Shield Amplifier",0,5,0,1,"None","None",1,1690,20941,"None",0
14610,295,"Tobias' Modified Explosive Shield Amplifier",0,5,0,1,"None","None",1,1690,20941,"None",0
14614,295,"Hakim's Modified Thermal Shield Amplifier",0,5,0,1,"None","None",1,1688,20940,"None",0
14618,295,"Tobias' Modified Thermal Shield Amplifier",0,5,0,1,"None","None",1,1688,20940,"None",0
14622,295,"Hakim's Modified Kinetic Shield Amplifier",0,5,0,1,"None","None",1,1689,20939,"None",0
14626,295,"Tobias' Modified Kinetic Shield Amplifier",0,5,0,1,"None","None",1,1689,20939,"None",0
14630,295,"Hakim's Modified EM Shield Amplifier",0,5,0,1,"None","None",1,1691,20942,"None",0
14634,295,"Tobias' Modified EM Shield Amplifier",0,5,0,1,"None","None",1,1691,20942,"None",0
14636,338,"Hakim's Modified Shield Boost Amplifier",0,5,0,1,"None","None",1,613,2104,"None",0
14638,338,"Tobias' Modified Shield Boost Amplifier",0,5,0,1,"None","None",1,613,2104,"None",0
14640,211,"Mizuro's Modified Tracking Enhancer",20,5,0,1,"None","None",1,707,1640,"None",0
14642,211,"Hakim's Modified Tracking Enhancer",20,5,0,1,"None","None",1,707,1640,"None",0
14644,211,"Gotan's Modified Tracking Enhancer",20,5,0,1,"None","None",1,707,1640,"None",0
14646,211,"Tobias' Modified Tracking Enhancer",20,5,0,1,"None","None",1,707,1640,"None",0
14648,65,"Mizuro's Modified Stasis Webifier",0,5,0,1,"None","None",1,683,1284,"None",0
14650,65,"Hakim's Modified Stasis Webifier",0,5,0,1,"None","None",1,683,1284,"None",0
14652,65,"Gotan's Modified Stasis Webifier",0,5,0,1,"None","None",1,683,1284,"None",0
14654,65,"Tobias' Modified Stasis Webifier",0,5,0,1,"None","None",1,683,1284,"None",0
14656,52,"Mizuro's Modified Heavy Warp Disruptor",0,5,0,1,"None","None",1,1935,111,"None",0
14658,52,"Hakim's Modified Heavy Warp Disruptor",0,5,0,1,"None","None",1,1935,111,"None",0
14660,52,"Gotan's Modified Heavy Warp Disruptor",0,5,0,1,"None","None",1,1935,111,"None",0
14662,52,"Tobias' Modified Heavy Warp Disruptor",0,5,0,1,"None","None",1,1935,111,"None",0
14664,52,"Mizuro's Modified Heavy Warp Scrambler",0,5,0,1,"None","None",1,1936,3433,"None",0
14666,52,"Hakim's Modified Heavy Warp Scrambler",0,5,0,1,"None","None",1,1936,3433,"None",0
14668,52,"Gotan's Modified Heavy Warp Scrambler",0,5,0,1,"None","None",1,1936,3433,"None",0
14670,52,"Tobias' Modified Heavy Warp Scrambler",0,5,0,1,"None","None",1,1936,3433,"None",0
14672,506,"Kaikka's Modified Cruise Missile Launcher",0,20,1.6,1,"None",99996.0000,1,643,2530,"None",20075
14674,506,"Thon's Modified Cruise Missile Launcher",0,20,1.65,1,"None",99996.0000,1,643,2530,"None",20075
14676,506,"Vepas' Modified Cruise Missile Launcher",0,20,1.75,1,"None",99996.0000,1,643,2530,"None",20075
14678,506,"Estamel's Modified Cruise Missile Launcher",0,20,1.8,1,"None",99996.0000,1,643,2530,"None",20075
14680,508,"Kaikka's Modified Torpedo Launcher",0,20,2.4,1,1,20580.0000,1,644,170,"None",21580
14681,508,"Thon's Modified Torpedo Launcher",0,20,2.5,1,1,20580.0000,1,644,170,"None",21580
14682,508,"Vepas's Modified Torpedo Launcher",0,20,2.6,1,1,20580.0000,1,644,170,"None",21580
14683,508,"Estamel's Modified Torpedo Launcher",0,20,2.7,1,1,20580.0000,1,644,170,"None",21580
14684,367,"Kaikka's Modified Ballistic Control System",1,5,0,1,"None","None",1,645,21440,"None",0
14686,367,"Thon's Modified Ballistic Control System",1,5,0,1,"None","None",1,645,21440,"None",0
14688,367,"Vepas' Modified Ballistic Control System",1,5,0,1,"None","None",1,645,21440,"None",0
14690,367,"Estamel's Modified Ballistic Control System",1,5,0,1,"None","None",1,645,21440,"None",0
14692,72,"Kaikka's Modified Large Graviton Smartbomb",100,50,0,1,"None","None",1,381,112,"None",2033
14694,72,"Thon's Modified Large Graviton Smartbomb",100,50,0,1,"None","None",1,381,112,"None",2033
14696,72,"Vepas' Modified Large Graviton Smartbomb",100,50,0,1,"None","None",1,381,112,"None",2033
14698,72,"Estamel's Modified Large Graviton Smartbomb",100,50,0,1,"None","None",1,381,112,"None",2033
14700,40,"Kaikka's Modified Large Shield Booster",0,25,0,1,1,"None",1,611,84,"None",0
14701,40,"Thon's Modified Large Shield Booster",0,25,0,1,1,"None",1,611,84,"None",0
14702,40,"Vepas' Modified Large Shield Booster",0,25,0,1,1,"None",1,611,84,"None",0
14703,40,"Estamel's Modified Large Shield Booster",0,25,0,1,1,"None",1,611,84,"None",0
14704,40,"Kaikka's Modified X-Large Shield Booster",0,50,0,1,1,"None",1,612,84,"None",0
14705,40,"Thon's Modified X-Large Shield Booster",0,50,0,1,1,"None",1,612,84,"None",0
14706,40,"Vepas' Modified X-Large Shield Booster",0,50,0,1,1,"None",1,612,84,"None",0
14707,40,"Estamel's Modified X-Large Shield Booster",0,50,0,1,1,"None",1,612,84,"None",0
14708,338,"Kaikka's Modified Shield Boost Amplifier",0,5,0,1,"None","None",1,613,2104,"None",0
14710,338,"Thon's Modified Shield Boost Amplifier",0,5,0,1,"None","None",1,613,2104,"None",0
14712,338,"Vepas' Modified Shield Boost Amplifier",0,5,0,1,"None","None",1,613,2104,"None",0
14714,338,"Estamel's Modified Shield Boost Amplifier",0,5,0,1,"None","None",1,613,2104,"None",0
14716,295,"Kaikka's Modified Explosive Shield Amplifier",0,5,0,1,"None","None",1,1690,20941,"None",0
14718,295,"Thon's Modified Explosive Shield Amplifier",0,5,0,1,"None","None",1,1690,20941,"None",0
14720,295,"Vepas' Modified Explosive Shield Amplifier",0,5,0,1,"None","None",1,1690,20941,"None",0
14722,295,"Estamel's Modified Explosive Shield Amplifier",0,5,0,1,"None","None",1,1690,20941,"None",0
14724,295,"Kaikka's Modified Thermal Shield Amplifier",0,5,0,1,"None","None",1,1688,20940,"None",0
14726,295,"Thon's Modified Thermal Shield Amplifier",0,5,0,1,"None","None",1,1688,20940,"None",0
14728,295,"Vepas' Modified Thermal Shield Amplifier",0,5,0,1,"None","None",1,1688,20940,"None",0
14730,295,"Estamel's Modified Thermal Shield Amplifier",0,5,0,1,"None","None",1,1688,20940,"None",0
14732,295,"Kaikka's Modified Kinetic Shield Amplifier",0,5,0,1,"None","None",1,1689,20939,"None",0
14734,295,"Thon's Modified Kinetic Shield Amplifier",0,5,0,1,"None","None",1,1689,20939,"None",0
14736,295,"Vepas' Modified Kinetic Shield Amplifier",0,5,0,1,"None","None",1,1689,20939,"None",0
14738,295,"Estamel's Modified Kinetic Shield Amplifier",0,5,0,1,"None","None",1,1689,20939,"None",0
14740,295,"Kaikka's Modified EM Shield Amplifier",0,5,0,1,"None","None",1,1691,20942,"None",0
14742,295,"Thon's Modified EM Shield Amplifier",0,5,0,1,"None","None",1,1691,20942,"None",0
14744,295,"Vepas' Modified EM Shield Amplifier",0,5,0,1,"None","None",1,1691,20942,"None",0
14746,295,"Estamel's Modified EM Shield Amplifier",0,5,0,1,"None","None",1,1691,20942,"None",0
14748,77,"Kaikka's Modified Kinetic Shield Hardener",10000,5,0,1,2,5808.0000,1,1693,20949,"None",0
14749,77,"Thon's Modified Kinetic Shield Hardener",10000,5,0,1,2,5808.0000,1,1693,20949,"None",0
14750,77,"Vepas's Modified Kinetic Shield Hardener",10000,5,0,1,2,5808.0000,1,1693,20949,"None",0
14751,77,"Estamel's Modified Kinetic Shield Hardener",10000,5,0,1,2,5808.0000,1,1693,20949,"None",0
14752,77,"Kaikka's Modified EM Shield Hardener",10000,5,0,1,4,45412.0000,1,1695,20948,"None",0
14753,77,"Thon's Modified EM Shield Hardener",10000,5,0,1,4,45412.0000,1,1695,20948,"None",0
14754,77,"Vepas's Modified EM Shield Hardener",10000,5,0,1,4,45412.0000,1,1695,20948,"None",0
14755,77,"Estamel's Modified EM Shield Hardener",10000,5,0,1,4,45412.0000,1,1695,20948,"None",0
14756,77,"Kaikka's Modified Explosive Shield Hardener",10000,5,0,1,1,45412.0000,1,1694,20947,"None",0
14757,77,"Thon's Modified Explosive Shield Hardener",10000,5,0,1,1,45412.0000,1,1694,20947,"None",0
14758,77,"Vepas's Modified Explosive Shield Hardener",10000,5,0,1,1,45412.0000,1,1694,20947,"None",0
14759,77,"Estamel's Modified Explosive Shield Hardener",10000,5,0,1,1,45412.0000,1,1694,20947,"None",0
14760,77,"Kaikka's Modified Thermal Shield Hardener",10000,5,0,1,8,45412.0000,1,1692,20950,"None",0
14761,77,"Thon's Modified Thermal Shield Hardener",10000,5,0,1,8,45412.0000,1,1692,20950,"None",0
14762,77,"Vepas's Modified Thermal Shield Hardener",10000,5,0,1,8,45412.0000,1,1692,20950,"None",0
14763,77,"Estamel's Modified Thermal Shield Hardener",10000,5,0,1,8,45412.0000,1,1692,20950,"None",0
14764,77,"Kaikka's Modified Multispectrum Shield Hardener",10000,5,0,1,1,63062.0000,1,1696,81,"None",0
14765,77,"Thon's Modified Multispectrum Shield Hardener",10000,5,0,1,1,63062.0000,1,1696,81,"None",0
14766,77,"Vepas's Modified Multispectrum Shield Hardener",10000,5,0,1,1,63062.0000,1,1696,81,"None",0
14767,77,"Estamel's Modified Multispectrum Shield Hardener",10000,5,0,1,1,63062.0000,1,1696,81,"None",0
14768,285,"Kaikka's Modified Co-Processor",0,5,0,1,"None","None",1,676,1405,"None",0
14770,285,"Thon's Modified Co-Processor",0,5,0,1,"None","None",1,676,1405,"None",0
14772,285,"Vepas' Modified Co-Processor",0,5,0,1,"None","None",1,676,1405,"None",0
14774,285,"Estamel's Modified Co-Processor",0,5,0,1,"None","None",1,676,1405,"None",0
14776,330,"Kaikka's Modified Cloaking Device",0,100,0,1,"None","None",1,675,2106,"None",0
14778,330,"Thon's Modified Cloaking Device",0,100,0,1,"None","None",1,675,2106,"None",0
14780,330,"Vepas' Modified Cloaking Device",0,100,0,1,"None","None",1,675,2106,"None",0
14782,330,"Estamel's Modified Cloaking Device",0,100,0,1,"None","None",1,675,2106,"None",0
14784,72,"Brokara's Modified Large EMP Smartbomb",100,50,0,1,"None","None",1,381,112,"None",2032
14786,72,"Tairei's Modified Large EMP Smartbomb",100,50,0,1,"None","None",1,381,112,"None",2032
14788,72,"Selynne's Modified Large EMP Smartbomb",100,50,0,1,"None","None",1,381,112,"None",2032
14790,72,"Raysere's Modified Large EMP Smartbomb",100,50,0,1,"None","None",1,381,112,"None",2032
14792,72,"Vizan's Modified Large EMP Smartbomb",100,50,0,1,"None","None",1,381,112,"None",2032
14794,72,"Ahremen's Modified Large EMP Smartbomb",100,50,0,1,"None","None",1,381,112,"None",2032
14796,72,"Chelm's Modified Large EMP Smartbomb",100,50,0,1,"None","None",1,381,112,"None",2032
14798,72,"Draclira's Modified Large EMP Smartbomb",100,50,0,1,"None","None",1,381,112,"None",2032
14800,205,"Brokara's Modified Heat Sink",1,5,0,1,"None","None",1,647,1046,"None",0
14802,205,"Tairei's Modified Heat Sink",1,5,0,1,"None","None",1,647,1046,"None",0
14804,205,"Selynne's Modified Heat Sink",1,5,0,1,"None","None",1,647,1046,"None",0
14806,205,"Raysere's Modified Heat Sink",1,5,0,1,"None","None",1,647,1046,"None",0
14808,205,"Vizan's Modified Heat Sink",1,5,0,1,"None","None",1,647,1046,"None",0
14810,205,"Ahremen's Modified Heat Sink",1,5,0,1,"None","None",1,647,1046,"None",0
14812,205,"Chelm's Modified Heat Sink",1,5,0,1,"None","None",1,647,1046,"None",0
14814,205,"Draclira's Modified Heat Sink",1,5,0,1,"None","None",1,647,1046,"None",0
14816,68,"Brokara's Modified Heavy Energy Nosferatu",1000,5,0,1,"None","None",1,694,1029,"None",0
14818,68,"Tairei's Modified Heavy Energy Nosferatu",1000,5,0,1,"None","None",1,694,1029,"None",0
14820,68,"Selynne's Modified Heavy Energy Nosferatu",1000,5,0,1,"None","None",1,694,1029,"None",0
14822,68,"Raysere's Modified Heavy Energy Nosferatu",1000,5,0,1,"None","None",1,694,1029,"None",0
14824,68,"Vizan's Modified Heavy Energy Nosferatu",1000,5,0,1,"None","None",1,694,1029,"None",0
14826,68,"Ahremen's Modified Heavy Energy Nosferatu",1000,5,0,1,"None","None",1,694,1029,"None",0
14828,68,"Chelm's Modified Heavy Energy Nosferatu",1000,5,0,1,"None","None",1,694,1029,"None",0
14830,68,"Draclira's Modified Heavy Energy Nosferatu",1000,5,0,1,"None","None",1,694,1029,"None",0
14832,71,"Brokara's Modified Heavy Energy Neutralizer",2000,5,0,1,"None","None",1,691,1283,"None",0
14834,71,"Tairei's Modified Heavy Energy Neutralizer",2000,5,0,1,"None","None",1,691,1283,"None",0
14836,71,"Selynne's Modified Heavy Energy Neutralizer",2000,5,0,1,"None","None",1,691,1283,"None",0
14838,71,"Raysere's Modified Heavy Energy Neutralizer",2000,5,0,1,"None","None",1,691,1283,"None",0
14840,71,"Vizan's Modified Heavy Energy Neutralizer",2000,5,0,1,"None","None",1,691,1283,"None",0
14842,71,"Ahremen's Modified Heavy Energy Neutralizer",2000,5,0,1,"None","None",1,691,1283,"None",0
14844,71,"Chelm's Modified Heavy Energy Neutralizer",2000,5,0,1,"None","None",1,691,1283,"None",0
14846,71,"Draclira's Modified Heavy Energy Neutralizer",2000,5,0,1,"None","None",1,691,1283,"None",0
14848,62,"Brokara's Modified Large Armor Repairer",500,50,0,1,4,"None",1,1051,80,"None",0
14849,62,"Tairei's Modified Large Armor Repairer",500,50,0,1,4,"None",1,1051,80,"None",0
14850,62,"Selynne's Modified Large Armor Repairer",500,50,0,1,4,"None",1,1051,80,"None",0
14851,62,"Raysere's Modified Large Armor Repairer",500,50,0,1,4,"None",1,1051,80,"None",0
14852,62,"Vizan's Modified Large Armor Repairer",500,50,0,1,4,"None",1,1051,80,"None",0
14853,62,"Ahremen's Modified Large Armor Repairer",500,50,0,1,4,"None",1,1051,80,"None",0
14854,62,"Chelm's Modified Large Armor Repairer",500,50,0,1,4,"None",1,1051,80,"None",0
14855,62,"Draclira's Modified Large Armor Repairer",500,50,0,1,4,"None",1,1051,80,"None",0
14856,98,"Brokara's Modified Multispectrum Coating",1,5,0,1,"None","None",1,1670,1030,"None",0
14858,98,"Tairei's Modified Multispectrum Coating",1,5,0,1,"None","None",1,1670,1030,"None",0
14860,98,"Selynne's Modified Multispectrum Coating",1,5,0,1,"None","None",1,1670,1030,"None",0
14862,98,"Raysere's Modified Multispectrum Coating",1,5,0,1,"None","None",1,1670,1030,"None",0
14864,98,"Vizan's Modified Multispectrum Coating",1,5,0,1,"None","None",1,1670,1030,"None",0
14866,98,"Ahremen's Modified Multispectrum Coating",1,5,0,1,"None","None",1,1670,1030,"None",0
14868,98,"Chelm's Modified Multispectrum Coating",1,5,0,1,"None","None",1,1670,1030,"None",0
14870,98,"Draclira's Modified Multispectrum Coating",1,5,0,1,"None","None",1,1670,1030,"None",0
14872,98,"Brokara's Modified Kinetic Coating",1,5,0,1,"None","None",1,1666,20957,"None",0
14874,98,"Tairei's Modified Kinetic Coating",1,5,0,1,"None","None",1,1666,20957,"None",0
14876,98,"Selynne's Modified Kinetic Coating",1,5,0,1,"None","None",1,1666,20957,"None",0
