stationId,security,stationName
60002809,0.558052577,Poinen VI - Moon 5 - Sukuuvestaa Corporation Production Plant
60002812,0.600608295,Liekuri VI - Moon 4 - Sukuuvestaa Corporation Production Plant
60002815,0.676040547,Olo III - Moon 1 - Sukuuvestaa Corporation Warehouse
60002818,0.558052577,Poinen IV - Moon 8 - Sukuuvestaa Corporation Factory
60002821,0.577656293,Josameto III - Moon 1 - Sukuuvestaa Corporation Factory
60002824,0.847299954,Kusomonmon VI - Moon 23 - Sukuuvestaa Corporation Foundry
60002827,0.729161139,Suroken V - Moon 2 - Sukuuvestaa Corporation Production Plant
60002830,0.670042126,Isikesu IV - Moon 10 - Sukuuvestaa Corporation Warehouse
60002833,0.847299954,Kusomonmon II - Moon 12 - Sukuuvestaa Corporation Production Plant
60002836,0.609265501,Haatomo VI - Moon 2 - Sukuuvestaa Corporation Factory
60002839,0.670042126,Isikesu IV - Moon 9 - Sukuuvestaa Corporation Warehouse
60002842,0.645119863,Ukkalen IX - Moon 15 - Sukuuvestaa Corporation Foundry
60002845,0.721319231,Keikaken I - Sukuuvestaa Corporation Production Plant
60002848,0.645119863,Ukkalen IX - Moon 16 - Sukuuvestaa Corporation Foundry
60002851,0.522202879,Silen III - Moon 15 - Sukuuvestaa Corporation Production Plant
60002854,0.634221028,Soshin V - Moon 2 - Sukuuvestaa Corporation Factory
60002857,0.634221028,Soshin VIII - Sukuuvestaa Corporation Factory
60002860,0.550531907,Sivala VIII - Sukuuvestaa Corporation Warehouse
60002863,0.737107685,Iivinen VIII - Moon 13 - Sukuuvestaa Corporation Warehouse
60002866,0.951230015,Yashunen V - Moon 1 - Sukuuvestaa Corporation Warehouse
60002869,0.941060866,Hatakani VII - Moon 18 - Sukuuvestaa Corporation Production Plant
60002872,0.951230015,Yashunen VII - Sukuuvestaa Corporation Warehouse
60002875,0.951230015,Yashunen III - Sukuuvestaa Corporation Warehouse
60002878,0.462063648,Vaajaita VI - Sukuuvestaa Corporation Warehouse
60002881,0.468632011,Autaris VIII - Moon 4 - Sukuuvestaa Corporation Production Plant
60002884,-1,Arvasaras II - Moon 1 - Veles Clade Extractive Terminus
60002887,0.468632011,Autaris V - Sukuuvestaa Corporation Production Plant
60002890,0.462063648,Vaajaita I - Sukuuvestaa Corporation Warehouse
60002893,0.494509892,Akonoinen I - Sukuuvestaa Corporation Factory
60002896,0.858976279,Funtanainen IV - Sukuuvestaa Corporation Production Plant
60002899,0.604187552,Hageken VII - Moon 6 - Sukuuvestaa Corporation Warehouse
60002902,0.780999432,Isikemi VI - Moon 3 - Sukuuvestaa Corporation Warehouse
60002905,0.780999432,Isikemi VII - Moon 2 - Sukuuvestaa Corporation Warehouse
60002908,0.858976279,Funtanainen III - Sukuuvestaa Corporation Factory
60002911,0.842494848,Veisto V - Moon 15 - Sukuuvestaa Corporation Factory
60002914,0.741152174,Piak III - Moon 5 - Caldari Constructions Production Plant
60002917,0.508041099,Nonni I - Caldari Constructions Production Plant
60002920,0.489404959,Litiura VIII - Caldari Constructions Production Plant
60002923,0.489404959,Litiura I - Caldari Constructions Production Plant
60002926,0.420910297,Pakkonen V - Moon 4 - Caldari Constructions Foundry
60002929,0.420910297,Pakkonen II - Moon 1 - Caldari Constructions Foundry
60002932,0.420910297,Pakkonen IV - Moon 18 - Caldari Constructions Foundry
60002935,0.420910297,Pakkonen IV - Moon 19 - Caldari Constructions Production Plant
60002938,0.119319351,Tartoken VII - Moon 17 - Caldari Constructions Production Plant
60002941,0.358628244,Anin IX - Moon 13 - Caldari Constructions Production Plant
60002944,0.119319351,Tartoken V - Moon 8 - Caldari Constructions Production Plant
60002947,0.119319351,Tartoken VI - Caldari Constructions Production Plant
60002950,0.9639236,Niyabainen IX - Moon 9 - Caldari Constructions Warehouse
60002953,0.945913117,Jita V - Moon 17 - Caldari Constructions Production Plant
60002956,0.953123231,Perimeter IX - Caldari Constructions Production Plant
60002959,0.945913117,Jita IV - Moon 10 - Caldari Constructions Production Plant
60002962,0.816556729,Nourvukaiken VII - Moon 4 - Caldari Constructions Production Plant
60002965,0.769323094,Tsuguwa IV - Moon 13 - Caldari Constructions Warehouse
60002968,0.876417384,Ekura VII - Moon 14 - Caldari Constructions Warehouse
60002971,0.843815746,Iidoken III - Caldari Constructions Warehouse
60002974,0.53013686,Ossa IX - Moon 2 - Caldari Constructions Foundry
60002977,0.398267938,Dantumi V - Moon 1 - Caldari Constructions Warehouse
60002980,0.560299193,Antiainen IV - Caldari Constructions Production Plant
60002983,0.518560477,Kiskoken VII - Moon 4 - Caldari Constructions Foundry
60002986,0.8039991,Isenairos VI - Caldari Constructions Warehouse
60002989,0.872794306,Motsu VII - Moon 5 - Caldari Constructions Foundry
60002992,0.489788584,Aramachi VI - Moon 11 - Caldari Constructions Foundry
60002995,0.847664463,Oichiya VI - Moon 1 - Caldari Constructions Production Plant
60002998,0.91201701,Ansila VIII - Moon 14 - Caldari Constructions Production Plant
60003001,0.91201701,Ansila VIII - Moon 16 - Caldari Constructions Production Plant
60003004,0.625293935,Eskunen XI - Moon 1 - Caldari Constructions Production Plant
60003007,0.625293935,Eskunen VI - Caldari Constructions Warehouse
60003010,0.48111387,Atai II - Moon 2 - Caldari Constructions Production Plant
60003013,0.645797392,Aikantoh III - Moon 1 - Caldari Constructions Production Plant
60003016,0.48111387,Atai II - Moon 7 - Caldari Constructions Production Plant
60003019,0.645797392,Aikantoh I - Caldari Constructions Foundry
60003022,0.847299954,Kusomonmon II - Moon 8 - Caldari Constructions Production Plant
60003025,0.847299954,Kusomonmon IV - Moon 13 - Caldari Constructions Foundry
60003028,0.670042126,Isikesu IV - Moon 5 - Caldari Constructions Production Plant
60003031,0.609265501,Haatomo VII - Moon 3 - Caldari Constructions Warehouse
60003034,-1,Otela V - Moon 1 - The Convocation of Triglav Semiosis Theater
60003037,-1,Otela II - Perun Clade Bioadaptation Chambers
60003040,0.676040547,Olo I - Moon 1 - Expert Housing Warehouse
60003043,0.324624876,Akora VI - Moon 7 - Expert Housing Production Plant
60003046,0.440715381,Maila VII - Expert Housing Warehouse
60003049,0.520526761,Purjola VII - Expert Housing Production Plant
60003052,0.9639236,Niyabainen IX - Moon 4 - Expert Housing Production Plant
60003055,0.945913117,Jita IV - Moon 11 - Expert Housing Production Plant
60003058,0.9639236,Niyabainen VIII - Moon 6 - Expert Housing Production Plant
60003061,0.633705945,Mitsolen I - Moon 1 - Expert Housing Warehouse
60003064,0.647170374,Vaankalen I - Moon 3 - Expert Housing Production Plant
60003067,0.671738343,Itamo VII - Moon 5 - Expert Housing Warehouse
60003070,0.643165759,Korsiki III - Moon 18 - Expert Housing Production Plant
60003073,0.680264298,Osmon VI - Moon 1 - Expert Housing Production Plant
60003076,0.503991882,Airaken VIII - Expert Housing Production Plant
60003079,0.606936086,Nomaa I - Expert Housing Production Plant
60003082,0.610848927,Tuuriainas III - Expert Housing Production Plant
60003085,0.606936086,Nomaa VI - Moon 4 - Expert Housing Production Plant
60003088,0.780999432,Isikemi II - Moon 1 - Expert Housing Warehouse
60003091,0.604187552,Hageken VIII - Moon 5 - Expert Housing Warehouse
60003094,0.841025463,Sobaseki XIII - Moon 4 - Expert Housing Warehouse
60003097,0.296424982,Onatoh VII - Moon 23 - Expert Housing Production Plant
60003100,0.335828896,Hasmijaala X - Moon 3 - Expert Housing Production Plant
60003103,0.324032566,Eranakko IV - Moon 1 - Expert Housing Foundry
60003106,0.974726207,Hirtamon VIII - Moon 5 - Expert Housing Warehouse
60003109,0.823653465,Hykkota IV - Moon 7 - Expert Housing Production Plant
60003112,0.663810823,Ohmahailen V - Moon 12 - Expert Housing Production Plant
60003115,0.668238369,Sankkasen VII - Moon 6 - Expert Housing Production Plant
60003118,0.829997699,Santola IV - Moon 1 - Expert Housing Production Plant
60003121,0.668238369,Sankkasen IX - Moon 10 - Expert Housing Production Plant
60003124,0.489404959,Litiura VIII - Moon 7 - Caldari Funds Unlimited Vault
60003127,0.508041099,Nonni III - Caldari Funds Unlimited Depository
60003130,0.668238369,Sankkasen IX - Moon 20 - Caldari Funds Unlimited Depository
60003133,0.829997699,Santola VIII - Moon 11 - Caldari Funds Unlimited Depository
60003136,0.577656293,Josameto IX - Moon 3 - Caldari Funds Unlimited Depository
60003139,0.600608295,Liekuri VII - Moon 1 - Caldari Funds Unlimited Depository
60003142,0.440715381,Maila III - Moon 1 - Caldari Funds Unlimited Depository
60003145,0.520526761,Purjola VI - Moon 5 - Caldari Funds Unlimited Depository
60003148,0.823653465,Hykkota V - Moon 17 - Caldari Funds Unlimited Depository
60003151,0.91201701,Ansila V - Caldari Funds Unlimited Depository
60003154,0.948175045,Malkalen IV - Moon 1 - Caldari Funds Unlimited Depository
60003157,0.832836499,Ylandoki VI - Moon 8 - Caldari Funds Unlimited Depository
60003160,0.68605201,Kaimon III - Moon 14 - Caldari Funds Unlimited Depository
60003163,0.68605201,Kaimon III - Moon 15 - Caldari Funds Unlimited Depository
60003166,0.941060866,Hatakani VII - Moon 1 - Caldari Funds Unlimited Depository
60003169,0.550531907,Sivala VI - Moon 1 - Caldari Funds Unlimited Depository
60003172,0.162151414,Akkio V - Moon 6 - Caldari Funds Unlimited Vault
60003175,0.282290969,Tasti IX - Moon 12 - Caldari Funds Unlimited Depository
60003178,0.456966104,Mastakomon XII - Caldari Funds Unlimited Depository
60003181,0.456966104,Mastakomon VIII - Moon 2 - Caldari Funds Unlimited Depository
60003184,0.560299193,Antiainen III - State and Region Bank Depository
60003187,0.518560477,Kiskoken VII - Moon 14 - State and Region Bank Vault
60003190,0.643165759,Korsiki III - Moon 11 - State and Region Bank Depository
60003193,0.552350224,Inaya VIII - Moon 8 - State and Region Bank Depository
60003196,0.561301465,Umokka VII - State and Region Bank Vault
60003199,0.780765406,Ruvas VII - State and Region Bank Depository
60003202,0.941060866,Hatakani VII - Moon 20 - State and Region Bank Depository
60003205,0.941060866,Hatakani I - Moon 1 - State and Region Bank Depository
60003208,0.380808678,Ihakana VI - State and Region Bank Depository
60003211,0.531591776,Vahunomi X - Moon 4 - State and Region Bank Vault
60003214,0.438425066,Horkkisen XVIII - State and Region Bank Vault
60003217,0.538035935,Eitu VI - Moon 7 - State and Region Bank Depository
60003220,0.816556729,Nourvukaiken VII - Moon 8 - State and Region Bank Depository
60003223,0.816556729,Nourvukaiken VI - Moon 2 - State and Region Bank Depository
60003226,0.610848927,Tuuriainas IV - State and Region Bank Depository
60003229,0.610848927,Tuuriainas II - State and Region Bank Depository
60003232,0.284706607,Karjataimon V - Moon 19 - State and Region Bank Depository
60003235,0.119319351,Tartoken VII - Moon 7 - State and Region Bank Depository
60003238,0.520526761,Purjola VII - Moon 10 - State and Region Bank Depository
60003241,0.324624876,Akora IV - Moon 1 - State and Region Bank Depository
60003244,0.650146462,Geras IV - Moon 1 - Modern Finances Depository
60003247,0.610848927,Tuuriainas IV - Modern Finances Depository
60003250,0.821577372,Vaere VIII - Moon 3 - Modern Finances Depository
60003253,0.92391331,Alenia IV - Moon 4 - Modern Finances Depository
60003256,0.465939834,Audaerne VI - Moon 5 - Modern Finances Depository
60003259,0.476490605,Barmalie VI - Moon 4 - Modern Finances Vault
60003262,0.890614976,Oursulaert VIII - Modern Finances Vault
60003265,0.890614976,Oursulaert I - Modern Finances Vault
60003268,0.858321777,Penirgman V - Moon 2 - Modern Finances Depository
60003271,0.858321777,Penirgman IX - Moon 7 - Modern Finances Depository
60003274,0.285022775,Mannar VII - Moon 12 - Modern Finances Depository
60003277,0.285022775,Mannar IV - Moon 7 - Modern Finances Depository
60003280,0.731049558,Laurvier IX - Moon 2 - Modern Finances Depository
60003283,0.42368577,Adirain IV - Moon 2 - Modern Finances Depository
60003286,0.538035935,Eitu III - Moon 5 - Modern Finances Depository
60003289,0.538035935,Eitu III - Moon 9 - Modern Finances Depository
60003292,0.672466187,Brapelille IX - Moon 18 - Modern Finances Depository
60003295,0.539167513,Bawilan VIII - Moon 17 - Modern Finances Depository
60003298,0.816556729,Nourvukaiken II - Moon 1 - Modern Finances Depository
60003301,0.816556729,Nourvukaiken VII - Moon 13 - Modern Finances Depository
60003304,0.607685905,Adahum IX - Moon 2 - Modern Finances Vault
60003307,0.572841744,Tividu IV - Moon 9 - Modern Finances Depository
60003310,0.603009295,Erindur VIII - Moon 18 - Modern Finances Vault
60003313,0.712585234,Hroduko VII - Moon 14 - Modern Finances Depository
60003316,-0.066249597,T-LIWS IV - Moon 6 - Modern Finances Depository
60003319,-0.04918649,UM-Q7F X - Modern Finances Depository
60003322,0.832836499,Ylandoki V - Moon 7 - Modern Finances Depository
60003325,0.832836499,Ylandoki VII - Moon 1 - Modern Finances Depository
60003328,0.453172839,Stegette IV - Moon 10 - Modern Finances Depository
60003331,0.453172839,Stegette IV - Moon 15 - Modern Finances Depository
60003334,1,New Caldari Prime - Moon 1 - Chief Executive Panel Bureau
60003337,0.959995211,Urlen VI - Chief Executive Panel Bureau
60003340,0.794423787,Ono VII - Moon 3 - Chief Executive Panel Treasury
60003343,0.830854796,Tasabeshi IV - Moon 2 - Chief Executive Panel Academy
60003346,0.481666891,Otitoh VII - Moon 3 - Chief Executive Panel Academy
60003349,0.650831543,Ishisomo IX - Moon 9 - Chief Executive Panel Bureau
60003352,0.720814024,Isaziwa X - Moon 1 - Chief Executive Panel Bureau
60003355,0.720814024,Isaziwa IX - Chief Executive Panel Bureau
60003358,0.769323094,Tsuguwa IV - Moon 4 - Chief Executive Panel Bureau
60003361,0.843815746,Iidoken VII - Moon 7 - Chief Executive Panel Bureau
60003364,0.708073071,Vattuolen IX - Chief Executive Panel Bureau
60003367,0.522202879,Silen IV - Moon 18 - Chief Executive Panel Treasury
60003370,0.7714352,Aikoro VI - Moon 9 - Chief Executive Panel Bureau
60003373,0.711293385,Alikara VII - Moon 1 - Chief Executive Panel Bureau
60003376,0.872794306,Motsu VI - Moon 10 - Chief Executive Panel Academy
60003379,0.574102739,Uotila V - Moon 14 - Chief Executive Panel Bureau
60003382,0.383501568,Uuna VI - Moon 22 - Chief Executive Panel Bureau
60003385,0.374638199,Ishomilken IX - Moon 4 - Chief Executive Panel Bureau
60003388,0.732158114,Tsukuras IX - Moon 3 - Chief Executive Panel Bureau
60003391,0.633785386,Ajanen X - Moon 3 - Chief Executive Panel Bureau
60003394,0.747992816,Sirseshin VI - Moon 1 - Mercantile Club Bureau
60003397,0.945964553,Unpas VI - Moon 4 - Mercantile Club Bureau
60003400,0.803548199,Ahynada VII - Mercantile Club Bureau
60003403,0.68605201,Kaimon III - Moon 25 - Mercantile Club Bureau
60003406,0.582823853,Jotenen V - Mercantile Club Bureau
60003409,0.645797392,Aikantoh I - Moon 1 - Mercantile Club Academy
60003412,0.416953912,Jan V - Moon 10 - Mercantile Club Bureau
60003415,0.462063648,Vaajaita VI - Mercantile Club Bureau
60003418,0.658938276,Halaima VIII - Moon 17 - Mercantile Club Bureau
60003421,0.668238369,Sankkasen IX - Moon 12 - Mercantile Club Bureau
60003424,0.948175045,Malkalen II - Mercantile Club Bureau
60003427,0.832836499,Ylandoki VI - Moon 15 - Mercantile Club Bureau
60003430,0.851632948,Airkio IX - Moon 15 - Mercantile Club Bureau
60003433,0.687696345,Kamokor VII - Moon 1 - Mercantile Club Bureau
60003436,0.383501568,Uuna V - Moon 5 - Mercantile Club Academy
60003439,0.374638199,Ishomilken IX - Moon 12 - Mercantile Club Bureau
60003442,0.398267938,Dantumi IV - Moon 8 - Mercantile Club Bureau
60003445,0.375540227,Aurohunen V - Moon 17 - Mercantile Club Bureau
60003448,0.8039991,Isenairos VI - Moon 6 - Mercantile Club Bureau
60003451,0.574102739,Uotila V - Moon 5 - Mercantile Club Bureau
60003454,0.912747593,Maurasi VIII - Moon 14 - Caldari Business Tribunal
60003457,0.9639236,Niyabainen IX - Moon 10 - Caldari Business Tribunal Accounting
60003460,0.945913117,Jita IV - Moon 10 - Caldari Business Tribunal Law School
60003463,0.945913117,Jita VII - Moon 2 - Caldari Business Tribunal Law School
60003466,0.945913117,Jita IV - Moon 4 - Caldari Business Tribunal Bureau Offices
60003469,0.945913117,Jita IV - Caldari Business Tribunal Information Center
60003472,0.573441822,Imih III - Moon 2 - Caldari Business Tribunal Law School
60003475,0.58182071,Choga II - Caldari Business Tribunal
60003478,0.708413167,Zinkon VII - Moon 1 - Caldari Business Tribunal Accounting
60003481,0.648393112,Nare VI - Moon 1 - Caldari Business Tribunal
60003484,0.572365101,Kulu X - Moon 3 - Caldari Business Tribunal Bureau Offices
60003487,0.601999311,Soumi VII - Caldari Business Tribunal Bureau Offices
60003490,0.556402071,Libold IX - Moon 19 - Caldari Business Tribunal Law School
60003493,0.615566169,Aldrat VIII - Moon 1 - Caldari Business Tribunal Accounting
60003496,0.822064359,Fredagod IV - Moon 1 - Caldari Business Tribunal Accounting
60003499,0.575795421,Erstur III - Moon 1 - Caldari Business Tribunal
60003502,0.649632917,Urnhard I - Caldari Business Tribunal Bureau Offices
60003505,0.822064359,Fredagod V - Moon 10 - Caldari Business Tribunal Bureau Offices
60003508,0.816638767,Oijamon V - Moon 2 - Caldari Business Tribunal Accounting
60003511,0.816638767,Oijamon V - Moon 4 - Caldari Business Tribunal
60003514,0.871223397,Saikanen III - Moon 3 - Caldari Business Tribunal Accounting
60003517,0.571340014,Jeras VII - Moon 13 - Caldari Business Tribunal
60003520,0.839700255,Kakki V - Moon 9 - Caldari Business Tribunal Bureau Offices
60003523,0.819647798,Auviken V - Moon 5 - Caldari Business Tribunal Bureau Offices
60003526,0.710143582,Avele VI - Moon 15 - Caldari Business Tribunal
60003529,0.708052067,Tolle IV - Caldari Business Tribunal
60003532,0.68942719,Antollare VI - Moon 13 - Caldari Business Tribunal
60003535,-1,Angymonne V - Moon 6 - Veles Clade Semiosis Theater
60003538,0.576088328,Averon VII - Moon 3 - Caldari Business Tribunal Information Center
60003541,0.624877551,Carirgnottin IX - Moon 17 - Caldari Business Tribunal Bureau Offices
60003544,0.742594455,Pozirblant V - Caldari Business Tribunal
60003547,0.742594455,Pozirblant IX - Moon 4 - Caldari Business Tribunal
60003550,0.742594455,Pozirblant IV - Caldari Business Tribunal
60003553,0.742594455,Pozirblant VI - Caldari Business Tribunal
60003556,0.742594455,Pozirblant VIII - Moon 2 - Caldari Business Tribunal Information Center
60003559,0.847827547,Alillere VI - Moon 3 - Caldari Business Tribunal Bureau Offices
60003562,0.906328833,Stetille V - Moon 5 - Caldari Business Tribunal
60003565,0.937687444,Claysson X - Caldari Business Tribunal Accounting
60003568,0.906328833,Stetille IX - Moon 7 - Caldari Business Tribunal
60003571,0.906328833,Stetille IX - Moon 4 - Caldari Business Tribunal
60003574,0.906328833,Stetille VI - Moon 1 - Caldari Business Tribunal Bureau Offices
60003577,0.937687444,Claysson IV - Moon 1 - Caldari Business Tribunal Information Center
60003580,0.134029274,Gare VIII - Moon 20 - Caldari Business Tribunal
60003583,0.123692828,Cumemare III - Moon 13 - Caldari Business Tribunal
60003586,0.134029274,Gare VIII - Moon 11 - Caldari Business Tribunal
60003589,0.134029274,Gare VIII - Moon 8 - Caldari Business Tribunal
60003592,0.156810174,Reynire IX - Moon 2 - Caldari Business Tribunal Archives
60003595,0.182975079,Aunsou II - Moon 2 - Caldari Business Tribunal Information Center
60003598,0.463882506,Oimmo VII - Moon 2 - Caldari Business Tribunal
60003601,0.528344647,Vuorrassi I - Moon 1 - Caldari Business Tribunal
60003604,0.349161332,Otsasai VII - Moon 6 - Caldari Business Tribunal Accounting
60003607,0.349161332,Otsasai VII - Moon 10 - Caldari Business Tribunal
60003610,0.296379021,Hakonen IX - Moon 10 - Caldari Business Tribunal Information Center
60003613,0.528344647,Vuorrassi VI - Moon 4 - Caldari Business Tribunal Information Center
60003616,0.648839607,Dabrid V - Moon 1 - Caldari Business Tribunal Accounting
60003619,0.648839607,Dabrid III - Moon 3 - Caldari Business Tribunal Law School
60003622,0.648839607,Dabrid II - Moon 13 - Caldari Business Tribunal Accounting
60003625,0.438180225,Gyerzen IV - Moon 1 - Caldari Business Tribunal Law School
60003628,0.587849958,Seil IV - Moon 9 - Caldari Business Tribunal Bureau Offices
60003631,0.570059883,Sehmosh VIII - Moon 22 - Caldari Business Tribunal Information Center
60003634,0.582038997,Nakatre VIII - Moon 16 - Caldari Business Tribunal
60003637,0.808522757,Akes VII - Caldari Business Tribunal Law School
60003640,0.582038997,Nakatre III - Moon 1 - Caldari Business Tribunal
60003643,0.562468977,Hakshma VIII - Moon 13 - Caldari Business Tribunal
60003646,0.582038997,Nakatre VI - Moon 2 - Caldari Business Tribunal Information Center
60003649,0.647600933,Riavayed X - Moon 1 - Caldari Business Tribunal Information Center
60003652,0.72836249,Halle II - Caldari Business Tribunal
60003655,0.718039484,Mormoen II - Caldari Business Tribunal Accounting
60003658,0.590050218,Amattens VII - Moon 1 - Caldari Business Tribunal Law School
60003661,0.718039484,Mormoen IV - Moon 1 - Caldari Business Tribunal Accounting
60003664,0.718039484,Mormoen V - Moon 2 - Caldari Business Tribunal Archives
60003667,0.691166783,Aice IV - Moon 1 - Caldari Business Tribunal Bureau Offices
60003670,0.541326682,Hampinen VII - Moon 13 - Caldari Business Tribunal Accounting
60003673,0.541326682,Hampinen VII - Moon 16 - Caldari Business Tribunal
60003676,0.699187208,Gekutami VI - Moon 2 - Caldari Business Tribunal Law School
60003679,0.699187208,Gekutami VIII - Caldari Business Tribunal Accounting
60003682,0.743252265,Jakanerva IV - Moon 11 - Caldari Business Tribunal Information Center
60003685,0.743252265,Jakanerva V - Moon 21 - Caldari Business Tribunal Bureau Offices
60003688,0.44186598,Raravath XII - Moon 3 - Caldari Business Tribunal
60003691,0.820386757,Herila I - Caldari Business Tribunal
60003694,0.376496457,Namaili V - Moon 7 - Caldari Business Tribunal Law School
60003697,0.608256366,Chemilip IV - Moon 16 - Caldari Business Tribunal
60003700,0.690712248,Jesoyeh VIII - Moon 8 - Caldari Business Tribunal Archives
60003703,0.376496457,Namaili VI - Moon 25 - Caldari Business Tribunal Archives
60003706,0.250457749,Aedald VIII - Moon 6 - Caldari Business Tribunal Accounting
60003709,0.307823153,Hrober VII - Moon 8 - Caldari Business Tribunal Law School
60003712,0.250457749,Aedald VI - Moon 3 - Caldari Business Tribunal
60003715,0.330762362,Heild V - Moon 7 - Caldari Business Tribunal Accounting
60003718,0.330762362,Heild V - Moon 5 - Caldari Business Tribunal Bureau Offices
60003721,0.250457749,Aedald VII - Moon 15 - Caldari Business Tribunal Information Center
60003724,1,New Caldari V (Oniteseru) - Moon 2 - House of Records Archives
60003727,0.718556667,Oiniken III - Moon 1 - House of Records Information Center
60003730,0.91201701,Ansila VIII - Moon 14 - House of Records Bureau Offices
60003733,0.770921537,Korama V - Moon 13 - House of Records Information Center
60003736,0.468632011,Autaris VI - Moon 2 - House of Records Information Center
60003739,0.67770076,Isikano IX - Moon 17 - House of Records Bureau Offices
60003742,0.741152174,Piak II - Moon 4 - House of Records Information Center
60003745,0.821743297,Kirras IX - House of Records Information Center
60003748,0.611822067,Venilen XII - Moon 1 - House of Records Archives
60003751,0.637428133,Jatate IV - Moon 11 - House of Records Archives
60003754,0.953123231,Perimeter II - Moon 1 - Caldari Navy Assembly Plant
60003757,0.945913117,Jita IV - Moon 5 - Caldari Navy Assembly Plant
60003760,0.945913117,Jita IV - Moon 4 - Caldari Navy Assembly Plant
60003763,0.912747593,Maurasi IX - Moon 12 - Caldari Navy Assembly Plant
60003766,0.9639236,Niyabainen IX - Moon 19 - Caldari Navy Logistic Support
60003769,0.9639236,Niyabainen IV - Moon 1 - Caldari Navy Assembly Plant
60003772,0.8039991,Isenairos VI - Moon 9 - Caldari Navy Logistic Support
60003775,0.8039991,Isenairos VI - Caldari Navy Logistic Support
60003778,0.847664463,Oichiya VI - Moon 19 - Caldari Navy Assembly Plant
60003781,0.489788584,Aramachi II - Moon 4 - Caldari Navy Testing Facilities
60003784,0.893456998,Saila VII - Moon 14 - Caldari Navy Assembly Plant
60003787,0.872794306,Motsu VII - Moon 6 - Caldari Navy Logistic Support
60003790,0.729161139,Suroken IX - Moon 18 - Caldari Navy Assembly Plant
60003793,0.729161139,Suroken VIII - Moon 13 - Caldari Navy Assembly Plant
60003796,0.621321782,Juunigaishi XII - Moon 16 - Caldari Navy Assembly Plant
60003799,0.670042126,Isikesu IV - Moon 5 - Caldari Navy Logistic Support
60003802,0.847299954,Kusomonmon V - Moon 9 - Caldari Navy Testing Facilities
60003805,0.609265501,Haatomo VI - Moon 3 - Caldari Navy Assembly Plant
60003808,0.296379021,Hakonen IX - Moon 9 - Caldari Navy Assembly Plant
60003811,0.349161332,Otsasai VIII - Moon 8 - Caldari Navy Assembly Plant
60003814,0.528344647,Vuorrassi VI - Moon 2 - Caldari Navy Logistic Support
60003817,0.463882506,Oimmo VII - Caldari Navy Assembly Plant
60003820,0.463882506,Oimmo V - Moon 1 - Caldari Navy Assembly Plant
60003823,0.349161332,Otsasai VIII - Moon 3 - Caldari Navy Assembly Plant
60003826,0.885312215,Tunttaras X - Moon 3 - Caldari Navy Logistic Support
60003829,0.769323094,Tsuguwa VI - Caldari Navy Assembly Plant
60003832,0.816556729,Nourvukaiken III - Caldari Navy Assembly Plant
60003835,0.816556729,Nourvukaiken VII - Moon 10 - Caldari Navy Assembly Plant
60003838,0.936501618,Sarekuwa III - Moon 8 - Caldari Navy Assembly Plant
60003841,0.816556729,Nourvukaiken VII - Moon 14 - Caldari Navy Assembly Plant
60003844,0.533575373,Oisio V - Moon 6 - Caldari Navy Assembly Plant
60003847,-1,Kaunokka VI - Moon 2 - The Convocation of Triglav Semiosis Theater
60003850,-1,Kaunokka II - Moon 1 - The Convocation of Triglav Proving Complex
60003853,0.611822067,Venilen IX - Moon 7 - Caldari Navy Testing Facilities
60003856,0.533575373,Oisio V - Moon 1 - Caldari Navy Assembly Plant
60003859,0.533575373,Oisio V - Moon 10 - Caldari Navy Assembly Plant
60003862,0.508041099,Nonni I - Caldari Navy Assembly Plant
60003865,0.741152174,Piak III - Moon 19 - Caldari Navy Assembly Plant
60003868,0.447790095,Aunenen III - Moon 1 - Caldari Navy Assembly Plant
60003871,0.508041099,Nonni IV - Caldari Navy Assembly Plant
60003874,0.508041099,Nonni V - Caldari Navy Assembly Plant
60003877,0.489404959,Litiura VIII - Moon 12 - Caldari Navy Logistic Support
60003880,0.972290903,Kakakela VII - Moon 16 - Caldari Navy Assembly Plant
60003883,0.561301465,Umokka VII - Moon 5 - Caldari Navy Testing Facilities
60003886,0.561301465,Umokka X - Moon 4 - Caldari Navy Testing Facilities
60003889,0.972290903,Kakakela VII - Caldari Navy Assembly Plant
60003892,0.972290903,Kakakela VI - Moon 18 - Caldari Navy Assembly Plant
60003895,0.972290903,Kakakela VI - Moon 15 - Caldari Navy Assembly Plant
60003898,0.570856734,Inoue VI - Moon 9 - Caldari Navy Logistic Support
60003901,0.438425066,Horkkisen XII - Caldari Navy Testing Facilities
60003904,0.720814024,Isaziwa X - Moon 3 - Caldari Navy Assembly Plant
60003907,0.720814024,Isaziwa XIII - Moon 15 - Caldari Navy Logistic Support
60003910,0.570856734,Inoue VIII - Moon 5 - Caldari Navy Logistic Support
60003913,0.538035935,Eitu III - Moon 12 - Caldari Navy Assembly Plant
60003916,0.841025463,Sobaseki VII - Caldari Navy Logistic Support
60003919,0.858976279,Funtanainen VIII - Caldari Navy Assembly Plant
60003922,0.604187552,Hageken V - Moon 2 - Caldari Navy Assembly Plant
60003925,0.841025463,Sobaseki X - Moon 1 - Caldari Navy Assembly Plant
60003928,0.780999432,Isikemi VI - Moon 5 - Caldari Navy Logistic Support
60003931,0.858976279,Funtanainen IV - Moon 1 - Caldari Navy Logistic Support
60003934,0.558052577,Poinen V - Moon 12 - Internal Security Assembly Plant
